UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
1713027253000,67,6,1,32,1575420030,31.90,56.0,54.0,1,1,1,26.9
1713027253000,67,7,2,123,1575420030,44.10,0.0,0.0,0,0,0,39.1
1713027253000,67,8,2,127,1575420030,34.40,0.0,0.0,0,0,0,29.4
1713027253000,67,9,3,95,1599187460,28.30,0.0,0.0,0,0,0,23.3
1713027253000,67,10,3,6,1599750020,32.70,232.0,40.0,1,1,0,27.7
1713027253000,67,11,3,5,1602562560,24.60,9.0,64.0,1,1,1,19.6
1713027253000,67,12,3,20,1603124990,21.40,29.0,73.0,1,1,0,16.4
1713027253000,67,13,3,19,1603687550,26.10,132.0,27.0,1,1,0,21.1
1713027253000,67,14,3,21,1604249980,26.90,330.0,23.0,1,1,1,21.9
1713027253000,67,15,3,4,1605374980,24.40,31.0,15.0,1,1,0,19.4
1713027253000,67,16,5,60,1561097980,35.60,116.0,29.0,1,1,0,30.6
1713027253000,67,17,5,44,1561097980,24.30,144.0,15.0,0,1,0,19.3
1713027253000,67,18,5,43,1561097980,39.50,308.0,57.0,1,1,0,34.5
1713027253000,67,19,5,42,1561097980,41.00,283.0,74.0,1,1,1,36.0
1713027253000,67,20,5,39,1561097980,24.90,63.0,27.0,1,1,0,19.9
1713027253000,67,21,5,34,1561097980,42.40,161.0,68.0,1,1,0,37.4
1713027253000,67,22,5,33,1561097980,42.10,237.0,23.0,1,1,0,37.1
1713027253000,67,23,5,21,1561097980,32.50,38.0,43.0,1,1,0,27.5
1713027253000,67,24,5,16,1561097980,28.60,72.0,28.0,0,1,0,23.6
1713027253000,67,25,5,14,1561097980,40.10,246.0,49.0,1,1,0,35.1
1713027253000,67,26,5,13,1561097980,30.70,70.0,18.0,1,1,0,25.7
1713027253000,67,27,5,12,1561097980,37.50,144.0,38.0,1,1,0,32.5
1713027253000,67,28,5,11,1561097980,34.70,295.0,82.0,1,1,0,29.7
1713027253000,67,29,5,9,1561097980,26.00,94.0,31.0,1,1,0,21.0
1713027253000,67,30,5,6,1561097980,25.90,84.0,31.0,1,1,0,20.9
1713027253000,67,31,5,5,1561097980,24.40,138.0,46.0,0,1,0,19.4
1713027253000,67,32,5,2,1561097980,30.50,112.0,27.0,0,1,0,25.5
1713027253000,67,33,6,4,1575420030,35.30,203.0,28.0,1,1,0,30.3
1713027253000,67,34,6,10,1575420030,37.20,319.0,35.0,1,1,1,32.2
1713027253000,67,35,6,11,1575420030,16.40,308.0,10.0,0,1,0,11.4
1713027253000,67,36,6,12,1575420030,37.70,339.0,57.0,1,1,1,32.7
1713027253000,67,37,6,19,1575420030,29.60,117.0,74.0,1,1,0,24.6
1713027253000,67,38,6,24,1575420030,35.90,259.0,6.0,1,1,0,30.9
1713027253000,67,39,6,26,1575420030,25.20,115.0,7.0,0,1,0,20.2
1713027253000,67,40,6,33,1575420030,25.20,93.0,51.0,1,1,1,20.2
1713027253000,67,41,1,3,1176450050,30.80,263.0,14.0,1,1,1,25.8
1713027253000,67,42,1,8,1176450050,26.60,242.0,56.0,1,1,1,21.6
1713027253000,67,43,1,10,1176450050,29.00,50.0,30.0,1,1,1,24.0
1713027253000,67,44,1,27,1176450050,30.80,187.0,40.0,1,1,1,25.8
1713027253000,67,45,1,28,1176450050,18.40,125.0,19.0,1,1,1,13.4
1713027253000,67,46,1,32,1176450050,22.30,56.0,54.0,1,1,1,17.3
1713027253000,67,47,6,4,1176450050,31.50,203.0,28.0,1,1,0,26.5
1713027253000,67,48,6,10,1176450050,29.90,319.0,35.0,1,1,1,24.9
1713027253000,67,49,6,11,1176450050,18.20,308.0,10.0,0,1,0,13.2
1713027253000,67,50,6,12,1176450050,31.80,339.0,57.0,1,1,1,26.8
1713027253000,67,51,6,19,1176450050,17.20,117.0,74.0,0,1,0,12.2
1713027253000,67,52,6,24,1176450050,28.20,259.0,6.0,1,1,0,23.2
1713027253000,67,53,6,33,1176450050,22.10,93.0,51.0,1,1,1,17.1
1713027253000,67,54,5,21,1176450050,23.00,38.0,43.0,1,1,0,18.0
1713027253000,67,55,5,33,1176450050,35.70,237.0,23.0,0,1,0,30.7
1713027253000,67,56,5,34,1176450050,32.10,161.0,68.0,1,1,0,27.1
1713027253000,67,57,5,39,1176450050,20.20,63.0,27.0,0,1,0,15.2
1713027253000,67,58,5,42,1176450050,29.20,283.0,74.0,1,1,1,24.2
1713027253000,67,59,5,43,1176450050,33.80,308.0,57.0,1,1,0,28.8
1713027253000,67,60,5,21,1575420030,38.10,38.0,43.0,1,1,0,33.1
1713027253000,67,61,5,33,1575420030,42.10,237.0,23.0,1,1,0,37.1
1713027253000,67,62,5,34,1575420030,41.70,161.0,68.0,1,1,0,36.7
1713027253000,67,63,5,39,1575420030,27.20,63.0,27.0,0,1,0,22.2
1713027253000,67,64,5,42,1575420030,36.20,283.0,74.0,1,1,1,31.2
1713027253000,67,65,5,43,1575420030,41.90,308.0,57.0,1,1,0,36.9
1713027253000,67,66,5,44,1575420030,21.90,144.0,15.0,0,1,0,16.9
1713027254000,67,0,1,2,1575420030,42.00,318.0,35.0,1,1,1,37.0
1713027254000,67,1,1,3,1575420030,45.10,263.0,14.0,1,1,1,40.1
1713027254000,67,2,1,8,1575420030,37.80,242.0,56.0,1,1,1,32.8
1713027254000,67,3,1,10,1575420030,30.40,50.0,30.0,1,1,1,25.4
1713027254000,67,4,1,21,1575420030,46.50,326.0,52.0,1,1,1,41.5
1713027254000,67,5,1,27,1575420030,41.20,187.0,40.0,1,1,1,36.2
1713027254000,67,6,1,28,1575420030,27.30,125.0,19.0,1,1,1,22.3
1713027254000,67,7,1,32,1575420030,32.40,56.0,54.0,1,1,1,27.4
1713027254000,67,8,2,123,1575420030,43.60,0.0,0.0,0,0,0,38.6
1713027254000,67,9,2,127,1575420030,34.40,0.0,0.0,0,0,0,29.4
1713027254000,67,10,3,95,1599187460,35.40,0.0,0.0,0,0,0,30.4
1713027254000,67,11,3,6,1599750020,32.90,232.0,40.0,1,1,0,27.9
1713027254000,67,12,3,5,1602562560,26.90,9.0,64.0,1,1,1,21.9
1713027254000,67,13,3,20,1603124990,20.60,29.0,73.0,1,1,0,15.6
1713027254000,67,14,3,19,1603687550,22.50,132.0,27.0,1,1,0,17.5
1713027254000,67,15,3,21,1604249980,36.40,330.0,23.0,1,1,1,31.4
1713027254000,67,16,3,4,1605374980,24.40,31.0,15.0,1,1,0,19.4
1713027254000,67,17,5,60,1561097980,35.40,116.0,29.0,1,1,0,30.4
1713027254000,67,18,5,44,1561097980,24.30,144.0,15.0,0,1,0,19.3
1713027254000,67,19,5,43,1561097980,40.40,308.0,57.0,1,1,0,35.4
1713027254000,67,20,5,42,1561097980,40.40,283.0,74.0,1,1,1,35.4
1713027254000,67,21,5,34,1561097980,41.00,161.0,68.0,1,1,0,36.0
1713027254000,67,22,5,33,1561097980,42.20,237.0,23.0,1,1,0,37.2
1713027254000,67,23,5,21,1561097980,31.20,38.0,43.0,1,1,0,26.2
1713027254000,67,24,5,16,1561097980,29.10,72.0,28.0,1,1,0,24.1
1713027254000,67,25,5,14,1561097980,40.00,246.0,49.0,1,1,0,35.0
1713027254000,67,26,5,13,1561097980,30.70,70.0,18.0,1,1,0,25.7
1713027254000,67,27,5,12,1561097980,35.30,144.0,38.0,1,1,0,30.3
1713027254000,67,28,5,11,1561097980,34.80,295.0,82.0,1,1,0,29.8
1713027254000,67,29,5,9,1561097980,27.20,94.0,31.0,1,1,0,22.2
1713027254000,67,30,5,6,1561097980,25.90,84.0,31.0,1,1,0,20.9
1713027254000,67,31,5,5,1561097980,28.70,138.0,46.0,0,1,0,23.7
1713027254000,67,32,5,2,1561097980,30.50,112.0,27.0,0,1,0,25.5
1713027254000,67,33,6,4,1575420030,33.90,203.0,28.0,1,1,0,28.9
1713027254000,67,34,6,10,1575420030,38.10,319.0,35.0,1,1,1,33.1
1713027254000,67,35,6,11,1575420030,24.50,308.0,10.0,0,1,0,19.5
1713027254000,67,36,6,12,1575420030,36.00,339.0,57.0,1,1,1,31.0
1713027254000,67,37,6,19,1575420030,28.90,117.0,74.0,1,1,0,23.9
1713027254000,67,38,6,24,1575420030,38.80,259.0,6.0,1,1,0,33.8
1713027254000,67,39,6,26,1575420030,25.20,115.0,7.0,0,1,0,20.2
1713027254000,67,40,6,33,1575420030,28.90,93.0,51.0,1,1,1,23.9
1713027254000,67,41,1,3,1176450050,30.50,263.0,14.0,1,1,1,25.5
1713027254000,67,42,1,8,1176450050,29.70,242.0,56.0,1,1,1,24.7
1713027254000,67,43,1,10,1176450050,26.80,50.0,30.0,1,1,1,21.8
1713027254000,67,44,1,27,1176450050,28.50,187.0,40.0,1,1,1,23.5
1713027254000,67,45,1,28,1176450050,18.40,125.0,19.0,1,1,1,13.4
1713027254000,67,46,1,32,1176450050,16.40,56.0,54.0,1,1,1,11.4
1713027254000,67,47,6,4,1176450050,32.90,203.0,28.0,1,1,0,27.9
1713027254000,67,48,6,10,1176450050,30.50,319.0,35.0,1,1,1,25.5
1713027254000,67,49,6,11,1176450050,18.20,308.0,10.0,0,1,0,13.2
1713027254000,67,50,6,12,1176450050,31.20,339.0,57.0,1,1,1,26.2
1713027254000,67,51,6,19,1176450050,17.20,117.0,74.0,0,1,0,12.2
1713027254000,67,52,6,24,1176450050,29.40,259.0,6.0,1,1,0,24.4
1713027254000,67,53,6,33,1176450050,23.90,93.0,51.0,1,1,1,18.9
1713027254000,67,54,5,21,1176450050,23.00,38.0,43.0,1,1,0,18.0
1713027254000,67,55,5,33,1176450050,35.20,237.0,23.0,0,1,0,30.2
1713027254000,67,56,5,34,1176450050,30.90,161.0,68.0,1,1,0,25.9
1713027254000,67,57,5,39,1176450050,20.20,63.0,27.0,0,1,0,15.2
1713027254000,67,58,5,42,1176450050,29.50,283.0,74.0,1,1,1,24.5
1713027254000,67,59,5,43,1176450050,32.90,308.0,57.0,1,1,0,27.9
1713027254000,67,60,5,21,1575420030,35.70,38.0,43.0,1,1,0,30.7
1713027254000,67,61,5,33,1575420030,41.60,237.0,23.0,1,1,0,36.6
1713027254000,67,62,5,34,1575420030,41.10,161.0,68.0,1,1,0,36.1
1713027254000,67,63,5,39,1575420030,25.80,63.0,27.0,1,1,0,20.8
1713027254000,67,64,5,42,1575420030,34.60,283.0,74.0,1,1,1,29.6
1713027254000,67,65,5,43,1575420030,40.80,308.0,57.0,1,1,0,35.8
1713027254000,67,66,5,44,1575420030,21.90,144.0,15.0,0,1,0,16.9
1713027255000,67,0,1,2,1575420030,38.30,318.0,35.0,1,1,1,33.3
1713027255000,67,1,1,3,1575420030,45.20,263.0,14.0,1,1,1,40.2
1713027255000,67,2,1,8,1575420030,38.70,242.0,56.0,1,1,1,33.7
1713027255000,67,3,1,10,1575420030,28.30,50.0,30.0,1,1,1,23.3
1713027255000,67,4,1,21,1575420030,47.20,326.0,52.0,1,1,1,42.2
1713027255000,67,5,1,27,1575420030,42.30,187.0,40.0,1,1,1,37.3
1713027255000,67,6,1,28,1575420030,28.30,125.0,19.0,1,1,1,23.3
1713027255000,67,7,1,32,1575420030,27.40,56.0,54.0,1,1,1,22.4
1713027255000,67,8,2,123,1575420030,43.40,0.0,0.0,0,0,0,38.4
1713027255000,67,9,2,127,1575420030,34.40,0.0,0.0,0,0,0,29.4
1713027255000,67,10,3,95,1599187460,29.30,0.0,0.0,0,0,0,24.3
1713027255000,67,11,3,6,1599750020,32.80,232.0,40.0,1,1,0,27.8
1713027255000,67,12,3,5,1602562560,30.70,9.0,64.0,1,1,1,25.7
1713027255000,67,13,3,20,1603124990,20.60,29.0,73.0,0,1,0,15.6
1713027255000,67,14,3,19,1603687550,24.20,132.0,27.0,1,1,0,19.2
1713027255000,67,15,3,21,1604249980,28.90,330.0,23.0,1,1,1,23.9
1713027255000,67,16,3,4,1605374980,21.30,31.0,15.0,1,1,0,16.3
1713027255000,67,17,5,60,1561097980,35.50,116.0,29.0,1,1,0,30.5
1713027255000,67,18,5,44,1561097980,24.30,144.0,15.0,0,1,0,19.3
1713027255000,67,19,5,43,1561097980,42.10,308.0,57.0,1,1,0,37.1
1713027255000,67,20,5,42,1561097980,40.70,283.0,74.0,1,1,1,35.7
1713027255000,67,21,5,34,1561097980,41.00,161.0,67.0,1,1,1,36.0
1713027255000,67,22,5,33,1561097980,37.00,237.0,23.0,1,1,0,32.0
1713027255000,67,23,5,21,1561097980,37.50,38.0,43.0,1,1,0,32.5
1713027255000,67,24,5,16,1561097980,31.10,72.0,28.0,1,1,0,26.1
1713027255000,67,25,5,14,1561097980,40.10,246.0,49.0,1,1,0,35.1
1713027255000,67,26,5,13,1561097980,30.70,70.0,18.0,1,1,0,25.7
1713027255000,67,27,5,12,1561097980,34.90,144.0,38.0,1,1,0,29.9
1713027255000,67,28,5,11,1561097980,35.20,295.0,82.0,1,1,0,30.2
1713027255000,67,29,5,9,1561097980,29.60,94.0,31.0,1,1,0,24.6
1713027255000,67,30,5,6,1561097980,23.80,84.0,31.0,1,1,0,18.8
1713027255000,67,31,5,5,1561097980,28.70,138.0,46.0,1,1,0,23.7
1713027255000,67,32,5,2,1561097980,30.50,112.0,27.0,0,1,0,25.5
1713027255000,67,33,6,4,1575420030,35.60,203.0,28.0,1,1,0,30.6
1713027255000,67,34,6,10,1575420030,37.10,319.0,35.0,1,1,1,32.1
1713027255000,67,35,6,11,1575420030,26.30,308.0,10.0,0,1,0,21.3
1713027255000,67,36,6,12,1575420030,37.30,339.0,57.0,1,1,1,32.3
1713027255000,67,37,6,19,1575420030,27.80,117.0,74.0,1,1,0,22.8
1713027255000,67,38,6,24,1575420030,36.80,259.0,6.0,1,1,0,31.8
1713027255000,67,39,6,26,1575420030,25.20,115.0,7.0,0,1,0,20.2
1713027255000,67,40,6,33,1575420030,30.50,93.0,51.0,1,1,1,25.5
1713027255000,67,41,1,3,1176450050,30.00,263.0,14.0,1,1,1,25.0
1713027255000,67,42,1,8,1176450050,30.70,242.0,56.0,1,1,1,25.7
1713027255000,67,43,1,10,1176450050,25.70,50.0,30.0,1,1,1,20.7
1713027255000,67,44,1,27,1176450050,26.90,187.0,40.0,1,1,1,21.9
1713027255000,67,45,1,28,1176450050,16.90,125.0,19.0,1,1,1,11.9
1713027255000,67,46,1,32,1176450050,23.40,56.0,54.0,1,1,1,18.4
1713027255000,67,47,6,4,1176450050,33.00,203.0,28.0,1,1,0,28.0
1713027255000,67,48,6,10,1176450050,25.60,319.0,35.0,1,1,1,20.6
1713027255000,67,49,6,11,1176450050,18.20,308.0,10.0,0,1,0,13.2
1713027255000,67,50,6,12,1176450050,31.40,339.0,57.0,1,1,1,26.4
1713027255000,67,51,6,19,1176450050,17.20,117.0,74.0,0,1,0,12.2
1713027255000,67,52,6,24,1176450050,27.20,259.0,6.0,1,1,0,22.2
1713027255000,67,53,6,33,1176450050,24.50,93.0,51.0,1,1,1,19.5
1713027255000,67,54,5,21,1176450050,20.00,38.0,43.0,1,1,0,15.0
1713027255000,67,55,5,33,1176450050,32.50,237.0,23.0,0,1,0,27.5
1713027255000,67,56,5,34,1176450050,31.20,161.0,67.0,1,1,1,26.2
1713027255000,67,57,5,39,1176450050,20.20,63.0,27.0,0,1,0,15.2
1713027255000,67,58,5,42,1176450050,29.40,283.0,74.0,1,1,1,24.4
1713027255000,67,59,5,43,1176450050,32.40,308.0,57.0,1,1,0,27.4
1713027255000,67,60,5,21,1575420030,38.50,38.0,43.0,1,1,0,33.5
1713027255000,67,61,5,33,1575420030,35.90,237.0,23.0,1,1,0,30.9
1713027255000,67,62,5,34,1575420030,40.40,161.0,67.0,1,1,1,35.4
1713027255000,67,63,5,39,1575420030,27.40,63.0,27.0,1,1,0,22.4
1713027255000,67,64,5,42,1575420030,33.20,283.0,74.0,1,1,1,28.2
1713027255000,67,65,5,43,1575420030,42.40,308.0,57.0,1,1,0,37.4
1713027255000,67,66,5,44,1575420030,21.90,144.0,15.0,0,1,0,16.9
1713027256000,67,0,1,2,1575420030,39.30,318.0,35.0,1,1,1,34.3
1713027256000,67,1,1,3,1575420030,45.50,263.0,14.0,1,1,1,40.5
1713027256000,67,2,1,8,1575420030,40.00,242.0,56.0,1,1,1,35.0
1713027256000,67,3,1,10,1575420030,28.20,50.0,30.0,1,1,1,23.2
1713027256000,67,4,1,21,1575420030,46.30,326.0,52.0,1,1,1,41.3
1713027256000,67,5,1,27,1575420030,38.60,187.0,40.0,1,1,1,33.6
1713027256000,67,6,1,28,1575420030,29.70,125.0,19.0,1,1,1,24.7
1713027256000,67,7,1,32,1575420030,30.70,56.0,54.0,1,1,1,25.7
1713027256000,67,8,2,123,1575420030,38.50,0.0,0.0,0,0,0,33.5
1713027256000,67,9,2,127,1575420030,34.40,0.0,0.0,0,0,0,29.4
1713027256000,67,10,3,95,1599187460,32.50,0.0,0.0,0,0,0,27.5
1713027256000,67,11,3,6,1599750020,29.50,232.0,40.0,1,1,0,24.5
1713027256000,67,12,3,5,1602562560,34.80,9.0,64.0,1,1,1,29.8
1713027256000,67,13,3,20,1603124990,21.20,29.0,73.0,0,1,0,16.2
1713027256000,67,14,3,19,1603687550,24.40,132.0,27.0,1,1,0,19.4
1713027256000,67,15,3,21,1604249980,32.80,330.0,23.0,1,1,1,27.8
1713027256000,67,16,3,4,1605374980,25.70,31.0,15.0,1,1,0,20.7
1713027256000,67,17,5,60,1561097980,34.30,116.0,29.0,1,1,0,29.3
1713027256000,67,18,5,44,1561097980,24.30,144.0,15.0,0,1,0,19.3
1713027256000,67,19,5,43,1561097980,44.90,308.0,57.0,1,1,0,39.9
1713027256000,67,20,5,42,1561097980,41.50,283.0,74.0,1,1,1,36.5
1713027256000,67,21,5,39,1561097980,30.90,63.0,27.0,0,1,0,25.9
1713027256000,67,22,5,34,1561097980,40.10,161.0,67.0,1,1,1,35.1
1713027256000,67,23,5,33,1561097980,36.30,237.0,23.0,1,1,0,31.3
1713027256000,67,24,5,21,1561097980,39.40,38.0,43.0,1,1,0,34.4
1713027256000,67,25,5,16,1561097980,28.30,72.0,28.0,1,1,0,23.3
1713027256000,67,26,5,14,1561097980,41.10,246.0,49.0,1,1,0,36.1
1713027256000,67,27,5,13,1561097980,24.70,70.0,18.0,1,1,0,19.7
1713027256000,67,28,5,12,1561097980,33.00,144.0,38.0,1,1,0,28.0
1713027256000,67,29,5,11,1561097980,35.70,295.0,82.0,1,1,0,30.7
1713027256000,67,30,5,9,1561097980,27.40,94.0,31.0,1,1,0,22.4
1713027256000,67,31,5,5,1561097980,28.70,138.0,46.0,1,1,0,23.7
1713027256000,67,32,5,2,1561097980,29.50,112.0,27.0,0,1,0,24.5
1713027256000,67,33,6,4,1575420030,28.50,203.0,28.0,1,1,0,23.5
1713027256000,67,34,6,10,1575420030,35.00,319.0,35.0,1,1,1,30.0
1713027256000,67,35,6,11,1575420030,26.30,308.0,10.0,0,1,0,21.3
1713027256000,67,36,6,12,1575420030,38.10,339.0,57.0,1,1,1,33.1
1713027256000,67,37,6,19,1575420030,30.00,117.0,74.0,1,1,0,25.0
1713027256000,67,38,6,24,1575420030,34.40,259.0,6.0,1,1,1,29.4
1713027256000,67,39,6,26,1575420030,25.20,115.0,7.0,0,1,0,20.2
1713027256000,67,40,6,33,1575420030,31.50,93.0,51.0,1,1,1,26.5
1713027256000,67,41,1,3,1176450050,32.30,263.0,14.0,1,1,1,27.3
1713027256000,67,42,1,8,1176450050,32.40,242.0,56.0,1,1,1,27.4
1713027256000,67,43,1,10,1176450050,24.90,50.0,30.0,1,1,1,19.9
1713027256000,67,44,1,27,1176450050,21.70,187.0,40.0,1,1,1,16.7
1713027256000,67,45,1,28,1176450050,16.90,125.0,19.0,1,1,1,11.9
1713027256000,67,46,1,32,1176450050,21.00,56.0,54.0,1,1,1,16.0
1713027256000,67,47,6,4,1176450050,33.00,203.0,28.0,1,1,0,28.0
1713027256000,67,48,6,10,1176450050,29.30,319.0,35.0,1,1,1,24.3
1713027256000,67,49,6,11,1176450050,18.20,308.0,10.0,0,1,0,13.2
1713027256000,67,50,6,12,1176450050,32.20,339.0,57.0,1,1,1,27.2
1713027256000,67,51,6,19,1176450050,17.20,117.0,74.0,0,1,0,12.2
1713027256000,67,52,6,24,1176450050,27.20,259.0,6.0,1,1,1,22.2
1713027256000,67,53,6,33,1176450050,24.50,93.0,51.0,1,1,1,19.5
1713027256000,67,54,5,21,1176450050,26.10,38.0,43.0,1,1,0,21.1
1713027256000,67,55,5,33,1176450050,31.50,237.0,23.0,0,1,0,26.5
1713027256000,67,56,5,34,1176450050,31.80,161.0,67.0,1,1,1,26.8
1713027256000,67,57,5,39,1176450050,20.20,63.0,27.0,0,1,0,15.2
1713027256000,67,58,5,42,1176450050,29.00,283.0,74.0,1,1,1,24.0
1713027256000,67,59,5,43,1176450050,32.50,308.0,57.0,1,1,0,27.5
1713027256000,67,60,5,21,1575420030,39.00,38.0,43.0,1,1,0,34.0
1713027256000,67,61,5,33,1575420030,32.40,237.0,23.0,1,1,0,27.4
1713027256000,67,62,5,34,1575420030,38.60,161.0,67.0,1,1,1,33.6
1713027256000,67,63,5,39,1575420030,27.40,63.0,27.0,1,1,0,22.4
1713027256000,67,64,5,42,1575420030,33.40,283.0,74.0,1,1,1,28.4
1713027256000,67,65,5,43,1575420030,44.40,308.0,57.0,1,1,0,39.4
1713027256000,67,66,5,44,1575420030,21.90,144.0,15.0,0,1,0,16.9
1713027257000,66,0,1,2,1575420030,36.70,318.0,35.0,1,1,1,31.7
1713027257000,66,1,1,3,1575420030,43.60,263.0,14.0,1,1,1,38.6
1713027257000,66,2,1,8,1575420030,41.00,242.0,56.0,1,1,1,36.0
1713027257000,66,3,1,10,1575420030,28.20,50.0,30.0,1,1,1,23.2
1713027257000,66,4,1,21,1575420030,44.30,326.0,52.0,1,1,1,39.3
1713027257000,66,5,1,27,1575420030,35.80,187.0,40.0,1,1,1,30.8
1713027257000,66,6,1,32,1575420030,37.60,56.0,54.0,1,1,1,32.6
1713027257000,66,7,2,123,1575420030,38.80,0.0,0.0,0,0,0,33.8
1713027257000,66,8,2,127,1575420030,34.40,0.0,0.0,0,0,0,29.4
1713027257000,66,9,3,95,1599187460,32.70,0.0,0.0,0,0,0,27.7
1713027257000,66,10,3,6,1599750020,30.10,232.0,40.0,1,1,0,25.1
1713027257000,66,11,3,5,1602562560,34.20,9.0,64.0,1,1,1,29.2
1713027257000,66,12,3,20,1603124990,21.20,29.0,73.0,0,1,0,16.2
1713027257000,66,13,3,19,1603687550,24.40,132.0,27.0,1,1,0,19.4
1713027257000,66,14,3,21,1604249980,32.80,330.0,23.0,1,1,1,27.8
1713027257000,66,15,3,4,1605374980,25.70,31.0,15.0,1,1,0,20.7
1713027257000,66,16,5,60,1561097980,34.30,116.0,29.0,1,1,0,29.3
1713027257000,66,17,5,44,1561097980,24.30,144.0,14.0,0,1,0,19.3
1713027257000,66,18,5,43,1561097980,44.20,308.0,57.0,1,1,0,39.2
1713027257000,66,19,5,42,1561097980,40.30,284.0,74.0,1,1,1,35.3
1713027257000,66,20,5,39,1561097980,30.10,63.0,27.0,1,1,0,25.1
1713027257000,66,21,5,34,1561097980,41.20,161.0,67.0,1,1,1,36.2
1713027257000,66,22,5,33,1561097980,39.30,238.0,23.0,1,1,0,34.3
1713027257000,66,23,5,21,1561097980,33.20,38.0,42.0,1,1,0,28.2
1713027257000,66,24,5,16,1561097980,24.50,72.0,28.0,1,1,0,19.5
1713027257000,66,25,5,14,1561097980,41.60,246.0,49.0,1,1,0,36.6
1713027257000,66,26,5,13,1561097980,32.70,70.0,18.0,1,1,0,27.7
1713027257000,66,27,5,12,1561097980,28.60,144.0,37.0,1,1,0,23.6
1713027257000,66,28,5,11,1561097980,33.50,292.0,83.0,1,1,0,28.5
1713027257000,66,29,5,9,1561097980,27.40,94.0,31.0,1,1,0,22.4
1713027257000,66,30,5,5,1561097980,26.10,138.0,46.0,1,1,0,21.1
1713027257000,66,31,5,2,1561097980,29.50,112.0,27.0,0,1,0,24.5
1713027257000,66,32,6,4,1575420030,33.90,203.0,28.0,1,1,0,28.9
1713027257000,66,33,6,10,1575420030,34.70,319.0,35.0,1,1,1,29.7
1713027257000,66,34,6,11,1575420030,26.30,308.0,10.0,0,1,0,21.3
1713027257000,66,35,6,12,1575420030,37.40,339.0,57.0,1,1,1,32.4
1713027257000,66,36,6,19,1575420030,30.80,117.0,74.0,1,1,0,25.8
1713027257000,66,37,6,24,1575420030,27.90,259.0,6.0,1,1,1,22.9
1713027257000,66,38,6,26,1575420030,25.20,115.0,7.0,0,1,0,20.2
1713027257000,66,39,6,33,1575420030,32.10,93.0,51.0,1,1,1,27.1
1713027257000,66,40,1,3,1176450050,33.20,263.0,14.0,1,1,1,28.2
1713027257000,66,41,1,8,1176450050,31.80,242.0,56.0,1,1,1,26.8
1713027257000,66,42,1,10,1176450050,33.00,50.0,30.0,1,1,1,28.0
1713027257000,66,43,1,27,1176450050,21.70,187.0,40.0,1,1,1,16.7
1713027257000,66,44,1,28,1176450050,16.90,125.0,19.0,1,1,1,11.9
1713027257000,66,45,1,32,1176450050,21.00,56.0,54.0,1,1,1,16.0
1713027257000,66,46,6,4,1176450050,20.70,203.0,28.0,1,1,0,15.7
1713027257000,66,47,6,10,1176450050,30.90,319.0,35.0,1,1,1,25.9
1713027257000,66,48,6,11,1176450050,18.20,308.0,10.0,0,1,0,13.2
1713027257000,66,49,6,12,1176450050,31.30,339.0,57.0,1,1,1,26.3
1713027257000,66,50,6,19,1176450050,17.20,117.0,74.0,0,1,0,12.2
1713027257000,66,51,6,24,1176450050,20.80,259.0,6.0,1,1,1,15.8
1713027257000,66,52,6,33,1176450050,18.60,93.0,51.0,1,1,1,13.6
1713027257000,66,53,5,21,1176450050,26.70,38.0,42.0,1,1,0,21.7
1713027257000,66,54,5,33,1176450050,35.70,238.0,23.0,0,1,0,30.7
1713027257000,66,55,5,34,1176450050,29.70,161.0,67.0,1,1,1,24.7
1713027257000,66,56,5,39,1176450050,20.30,63.0,27.0,0,1,0,15.3
1713027257000,66,57,5,42,1176450050,26.20,284.0,74.0,1,1,1,21.2
1713027257000,66,58,5,43,1176450050,29.10,308.0,57.0,1,1,0,24.1
1713027257000,66,59,5,21,1575420030,30.90,38.0,42.0,1,1,0,25.9
1713027257000,66,60,5,33,1575420030,40.60,238.0,23.0,1,1,0,35.6
1713027257000,66,61,5,34,1575420030,38.40,161.0,67.0,1,1,1,33.4
1713027257000,66,62,5,39,1575420030,27.80,63.0,27.0,1,1,0,22.8
1713027257000,66,63,5,42,1575420030,32.50,284.0,74.0,1,1,1,27.5
1713027257000,66,64,5,43,1575420030,38.10,308.0,57.0,1,1,0,33.1
1713027257000,66,65,5,44,1575420030,21.90,144.0,14.0,0,1,0,16.9
1713027258000,66,0,1,2,1575420030,36.60,318.0,35.0,1,1,1,31.6
1713027258000,66,1,1,3,1575420030,42.80,263.0,14.0,1,1,1,37.8
1713027258000,66,2,1,8,1575420030,41.70,242.0,56.0,1,1,1,36.7
1713027258000,66,3,1,10,1575420030,33.50,50.0,30.0,1,1,1,28.5
1713027258000,66,4,1,21,1575420030,42.10,326.0,52.0,1,1,1,37.1
1713027258000,66,5,1,27,1575420030,43.50,187.0,40.0,1,1,1,38.5
1713027258000,66,6,1,32,1575420030,39.30,56.0,54.0,1,1,1,34.3
1713027258000,66,7,2,123,1575420030,42.90,0.0,0.0,0,0,0,37.9
1713027258000,66,8,2,127,1575420030,34.40,0.0,0.0,0,0,0,29.4
1713027258000,66,9,3,95,1599187460,30.50,0.0,0.0,0,0,0,25.5
